Time,HR,RR,Mode,GSR,SkinT,AccX,AccY,AccZ,RoomT,Hum,PPM,outcome
01/03/17 10:44:28,98,0.929152,Acquiring,84333,29.92,-0.039794921875,0.295654296875,1.009521484375,18.95,46.37,726,1
01/03/17 10:44:29,98,1.16144,Acquiring,34310,29.92,0.257080078125,-0.14599609375,0.751220703125,18.95,46.37,726,1
01/03/17 10:44:30,98,0.929152,Acquiring,18051,29.92,1.40087890625,-0.89599609375,-0.31982421875,18.95,46.37,726,1
01/03/17 10:44:31,98,0.9789279999999999,Acquiring,18051,29.92,1.063232421875,-0.382568359375,-0.258544921875,18.95,46.37,726,1
01/03/17 10:44:31,98,0.099552,Acquiring,18692,29.92,1.042236328125,-0.157470703125,-0.424072265625,18.95,46.37,726,1
01/03/17 10:44:32,98,0.24888,Acquiring,23094,29.92,0.95849609375,-0.102294921875,-0.3115234375,18.95,46.37,726,1
01/03/17 10:44:32,98,1.012112,Acquiring,23526,29.92,0.746337890625,-0.4609375,0.258544921875,18.95,46.37,726,1
