Time,Skin Temperature
24.01.17 07:34:23.967,34.540
24.01.17 07:34:54.410,34.490
24.01.17 07:35:24.130,34.510
24.01.17 07:35:54.380,34.510
24.01.17 07:36:24.282,34.550
24.01.17 07:36:54.805,34.580
24.01.17 07:37:24.449,34.630
24.01.17 07:37:54.902,34.670
24.01.17 07:38:24.822,34.690
24.01.17 07:38:54.749,34.660
24.01.17 07:39:24.875,34.490
24.01.17 07:39:55.299,34.400
24.01.17 07:40:25.154,34.370
24.01.17 07:40:55.010,34.370
