Time,GSR
24.01.17 01:06:30.087,340330.000
24.01.17 01:06:30.290,340330.000
24.01.17 01:06:30.471,340330.000
24.01.17 01:06:30.679,340330.000
24.01.17 01:06:30.867,340330.000
24.01.17 01:06:31.062,340330.000
24.01.17 01:06:31.262,340330.000
24.01.17 01:06:31.470,340330.000
24.01.17 01:06:32.043,340330.000
24.01.17 01:06:32.236,340330.000
24.01.17 01:06:32.421,340330.000
24.01.17 01:06:32.443,340330.000
24.01.17 01:06:32.525,340330.000
24.01.17 01:06:33.111,340330.000
24.01.17 01:06:33.208,340330.000
24.01.17 01:06:33.310,340330.000
24.01.17 01:06:33.405,340330.000
24.01.17 01:06:33.519,340330.000
24.01.17 01:06:33.689,340330.000
24.01.17 01:06:34.285,340330.000
24.01.17 01:06:34.378,340330.000
24.01.17 01:06:34.567,340330.000
24.01.17 01:06:34.762,340330.000
24.01.17 01:06:34.782,340330.000
24.01.17 01:06:34.864,340330.000
24.01.17 01:06:35.065,340330.000
24.01.17 01:06:35.248,340330.000
24.01.17 01:06:35.452,340330.000
24.01.17 01:06:35.638,340330.000
24.01.17 01:06:35.848,340330.000
24.01.17 01:06:36.226,340330.000
24.01.17 01:06:36.254,340330.000
24.01.17 01:06:36.433,340330.000
24.01.17 01:06:36.646,340330.000
24.01.17 01:06:37.216,340330.000
24.01.17 01:06:37.310,340330.000
24.01.17 01:06:37.409,340330.000
24.01.17 01:06:37.522,340330.000
24.01.17 01:06:37.686,340330.000
24.01.17 01:06:38.289,340330.000
24.01.17 01:06:38.370,340330.000
24.01.17 01:06:38.487,340330.000
24.01.17 01:06:38.578,340330.000
24.01.17 01:06:38.676,340330.000
24.01.17 01:06:38.857,340330.000
24.01.17 01:06:39.459,340330.000
24.01.17 01:06:39.474,340330.000
24.01.17 01:06:39.654,340330.000
24.01.17 01:06:39.673,340330.000
24.01.17 01:06:39.846,340330.000
24.01.17 01:06:40.026,340330.000
24.01.17 01:06:40.322,340330.000
24.01.17 01:06:40.434,340330.000
24.01.17 01:06:40.627,340330.000
24.01.17 01:06:40.821,340330.000
24.01.17 01:06:41.015,340330.000
24.01.17 01:06:41.201,340330.000
24.01.17 01:06:41.407,340330.000
24.01.17 01:06:42.076,340330.000
24.01.17 01:06:42.125,340330.000
24.01.17 01:06:42.284,340330.000
24.01.17 01:06:42.313,340330.000
24.01.17 01:06:42.464,340330.000
24.01.17 01:06:42.659,340330.000
24.01.17 01:06:42.855,340330.000
24.01.17 01:06:43.049,340330.000
24.01.17 01:06:43.245,340330.000
24.01.17 01:06:43.459,340330.000
24.01.17 01:06:43.635,340330.000
24.01.17 01:06:44.235,340330.000
24.01.17 01:06:44.419,340330.000
24.01.17 01:06:44.539,340330.000
24.01.17 01:06:44.706,340330.000
24.01.17 01:06:44.837,340330.000
24.01.17 01:06:44.853,340330.000
24.01.17 01:06:45.014,340330.000
24.01.17 01:06:45.194,340330.000
24.01.17 01:06:45.408,340330.000
24.01.17 01:06:45.584,340330.000
24.01.17 01:06:45.793,340330.000
24.01.17 01:06:45.975,340330.000
24.01.17 01:06:46.268,340330.000
24.01.17 01:06:46.471,340330.000
24.01.17 01:06:46.657,340330.000
24.01.17 01:06:47.244,340330.000
24.01.17 01:06:47.275,340330.000
24.01.17 01:06:47.359,340330.000
24.01.17 01:06:47.468,340330.000
24.01.17 01:06:47.631,340330.000
24.01.17 01:06:47.827,340330.000
24.01.17 01:06:48.022,340330.000
24.01.17 01:06:48.217,340330.000
24.01.17 01:06:48.413,340330.000
24.01.17 01:06:48.621,340330.000
24.01.17 01:06:48.802,340330.000
24.01.17 01:06:49.402,340330.000
24.01.17 01:06:49.501,340330.000
24.01.17 01:06:49.681,340330.000
24.01.17 01:06:49.698,340330.000
24.01.17 01:06:49.792,340330.000
24.01.17 01:06:49.972,340330.000
24.01.17 01:06:50.183,340330.000
24.01.17 01:06:50.362,340330.000
24.01.17 01:06:50.571,340330.000
24.01.17 01:06:51.240,340330.000
24.01.17 01:06:51.352,340330.000
24.01.17 01:06:51.450,340330.000
24.01.17 01:06:51.549,340330.000
24.01.17 01:06:51.629,340330.000
24.01.17 01:06:51.824,340330.000
24.01.17 01:06:52.020,340330.000
24.01.17 01:06:52.216,340330.000
24.01.17 01:06:52.816,340330.000
24.01.17 01:06:52.911,340330.000
24.01.17 01:06:53.105,340330.000
24.01.17 01:06:53.120,340330.000
24.01.17 01:06:53.202,340330.000
24.01.17 01:06:53.384,340330.000
24.01.17 01:06:53.593,340330.000
24.01.17 01:06:53.779,340330.000
24.01.17 01:06:53.983,340330.000
24.01.17 01:06:54.565,340330.000
24.01.17 01:06:54.758,340330.000
24.01.17 01:06:54.861,340330.000
24.01.17 01:06:54.885,340330.000
24.01.17 01:06:54.956,340330.000
24.01.17 01:06:55.154,340330.000
24.01.17 01:06:55.432,340330.000
24.01.17 01:06:56.033,340330.000
24.01.17 01:06:56.213,340330.000
24.01.17 01:06:56.417,340330.000
24.01.17 01:06:56.429,340330.000
24.01.17 01:06:56.620,340330.000
24.01.17 01:06:56.639,340330.000
24.01.17 01:06:56.809,340330.000
24.01.17 01:06:56.993,340330.000
24.01.17 01:06:57.589,340330.000
24.01.17 01:06:57.773,340330.000
24.01.17 01:06:57.888,340330.000
24.01.17 01:06:57.981,340330.000
24.01.17 01:06:58.177,340330.000
24.01.17 01:06:58.194,340330.000
24.01.17 01:06:58.471,340330.000
24.01.17 01:06:58.552,340330.000
24.01.17 01:06:58.756,340330.000
24.01.17 01:06:58.942,340330.000
24.01.17 01:06:59.147,340330.000
24.01.17 01:06:59.346,340330.000
24.01.17 01:06:59.541,340330.000
24.01.17 01:07:00.129,340330.000
24.01.17 01:07:00.210,340330.000
24.01.17 01:07:00.317,340330.000
24.01.17 01:07:00.522,340330.000
24.01.17 01:07:00.600,340330.000
24.01.17 01:07:00.795,340330.000
24.01.17 01:07:00.990,340330.000
24.01.17 01:07:01.587,340330.000
24.01.17 01:07:01.680,340330.000
24.01.17 01:07:01.876,340330.000
24.01.17 01:07:01.976,340330.000
24.01.17 01:07:02.085,340330.000
24.01.17 01:07:02.161,340330.000
24.01.17 01:07:02.362,340330.000
24.01.17 01:07:02.549,340330.000
24.01.17 01:07:02.755,340330.000
24.01.17 01:07:02.943,340330.000
24.01.17 01:07:03.537,340330.000
24.01.17 01:07:03.633,340330.000
24.01.17 01:07:03.820,340330.000
24.01.17 01:07:03.835,340330.000
24.01.17 01:07:03.926,340330.000
24.01.17 01:07:04.109,340330.000
24.01.17 01:07:04.311,340330.000
24.01.17 01:07:04.613,340330.000
24.01.17 01:07:04.792,340330.000
24.01.17 01:07:04.989,340330.000
24.01.17 01:07:05.183,340330.000
24.01.17 01:07:05.378,340330.000
24.01.17 01:07:05.572,340330.000
24.01.17 01:07:05.768,340330.000
24.01.17 01:07:05.962,340330.000
24.01.17 01:07:06.158,340330.000
24.01.17 01:07:06.365,340330.000
24.01.17 01:07:06.548,340330.000
24.01.17 01:07:07.150,340330.000
24.01.17 01:07:07.160,340330.000
24.01.17 01:07:07.339,340330.000
24.01.17 01:07:07.443,340330.000
